fold	up_size	down_size	degree	C1	C2	kernel	TP	FP	FN	TN	F1-score	AUPR	Precision	Recall	Specificity	Accuracy	AUROC	n_train	n_train_pos	n_train_neg	n_test	n_test_pos	n_test_neg	sample_size	train_time	pred_time
1	0	1	1	1.0	1.0	WD	878	17090	116	49070	0.09260626516190275	0.044889506883370005	0.048864648263579696	0.8832997987927566	0.7416868198307134	0.7437829466599161	0.8124933093117349	7648	3824	3824	67154	994	66160	1	1.1822185516357422	0.007142066955566406
1	0	2	2	1.0	1.0	WD	878	17090	116	49070	0.09260626516190275	0.04521971601213074	0.048864648263579696	0.8832997987927566	0.7416868198307134	0.7437829466599161	0.8164017813045138	7648	3824	3824	67154	994	66160	2	1.2004473209381104	0.011101961135864258
1	0	3	3	1.0	1.0	WD	878	17090	116	49070	0.09260626516190275	0.04521971601213074	0.048864648263579696	0.8832997987927566	0.7416868198307134	0.7437829466599161	0.8164017813045138	7648	3824	3824	67154	994	66160	3	1.2006278038024902	0.012234687805175781
1	0	4	4	1.0	1.0	WD	878	17090	116	49070	0.09260626516190275	0.05955888294608812	0.048864648263579696	0.8832997987927566	0.7416868198307134	0.7437829466599161	0.8390329051090095	7648	3824	3824	67154	994	66160	4	1.2256133556365967	0.014229297637939453
1	0	5	5	1.0	1.0	WD	876	16439	118	49721	0.09569064394560052	0.0455352150272617	0.05059197227837135	0.8812877263581489	0.7515266021765418	0.7534473002352801	0.8121981587225895	7648	3824	3824	67154	994	66160	5	1.285062313079834	0.014412641525268555
1	0	6	6	1.0	1.0	WD	854	15026	140	51134	0.10122081308521987	0.053449916014690575	0.05377833753148615	0.8591549295774648	0.7728839177750907	0.7741608839384102	0.8391512542607519	7648	3824	3824	67154	994	66160	6	1.4653167724609375	0.0182647705078125
1	0	7	7	1.0	1.0	WD	875	15429	119	50731	0.10116776505954446	0.06617639592869881	0.05366781157998037	0.8802816901408451	0.7667926239419589	0.768472466271555	0.8636365654629103	7648	3824	3824	67154	994	66160	7	1.824444055557251	0.0192258358001709
1	0	8	8	1.0	1.0	WD	878	15381	116	50779	0.10177940068393902	0.08415434459611709	0.0540008610615659	0.8832997987927566	0.7675181378476421	0.7692319147035173	0.8914565537116289	7648	3824	3824	67154	994	66160	8	1.9250495433807373	0.020456552505493164
1	0	9	9	1.0	1.0	WD	880	14845	114	51315	0.10526945391470782	0.10676147670737682	0.055961844197138316	0.8853118712273642	0.7756197097944377	0.7772433511034339	0.908532695568818	7648	3824	3824	67154	994	66160	9	1.8503539562225342	0.02229166030883789
1	0	10	10	1.0	1.0	WD	889	14315	105	51845	0.1097666378565255	0.12461216696069807	0.05847145488029466	0.8943661971830986	0.783630592503023	0.7852696786490753	0.9168030021118245	7648	3824	3824	67154	994	66160	10	1.9198710918426514	0.02324056625366211
1	0	11	11	1.0	1.0	WD	890	13469	104	52691	0.11593825311014133	0.14655249462966108	0.061982032174942546	0.8953722334004024	0.7964177750906892	0.7978824790779403	0.9260667390071993	7648	3824	3824	67154	994	66160	11	2.008946418762207	0.024734020233154297
1	0	12	12	1.0	1.0	WD	904	12889	90	53271	0.12226956110096707	0.17052453848337654	0.06554049155368666	0.9094567404426559	0.8051844014510278	0.806727819638443	0.934742151518543	7648	3824	3824	67154	994	66160	12	2.2638397216796875	0.026741981506347656
1	0	13	13	1.0	1.0	WD	909	12327	85	53833	0.12775825720309206	0.1919595116453917	0.0686763372620127	0.9144869215291751	0.8136789600967352	0.8151710992643774	0.9415382789481752	7648	3824	3824	67154	994	66160	13	2.4639194011688232	0.030625104904174805
1	0	14	14	1.0	1.0	WD	913	11790	81	54370	0.13331386434985762	0.22635500987017482	0.07187278595607337	0.9185110663983903	0.8217956469165659	0.8232272091014683	0.947761120836263	7648	3824	3824	67154	994	66160	14	2.6248321533203125	0.030018329620361328
1	0	15	15	1.0	1.0	WD	915	11119	79	55041	0.14046668713540067	0.2576301109214335	0.07603456872195447	0.920523138832998	0.8319377267230955	0.8332489501742264	0.9537927839102329	7648	3824	3824	67154	994	66160	15	2.7525947093963623	0.03203105926513672
1	0	16	16	1.0	1.0	WD	913	9674	81	56486	0.15767204904585097	0.2880971349607936	0.086237838858978	0.9185110663983903	0.8537787182587666	0.8547368734550437	0.9603903575625458	7648	3824	3824	67154	994	66160	16	2.7519469261169434	0.0307314395904541
1	0	17	17	1.0	1.0	WD	921	9016	73	57144	0.16851157259171165	0.3085304235715031	0.0926839086243333	0.9265593561368209	0.8637243047158404	0.8646543765077285	0.9651274712969474	7648	3824	3824	67154	994	66160	17	2.8133585453033447	0.03406667709350586
1	0	18	18	1.0	1.0	WD	926	8813	68	57347	0.17255194260691326	0.3263450183183739	0.09508163055755212	0.93158953722334	0.8667926239419589	0.8677517348184769	0.9669616170420345	7648	3824	3824	67154	994	66160	18	3.3452866077423096	0.039869070053100586
1	0	19	19	1.0	1.0	WD	928	8514	66	57646	0.1778459179762361	0.3486299232692582	0.09828426180893879	0.9336016096579477	0.8713119709794438	0.8722339696816273	0.9693010770183373	7648	3824	3824	67154	994	66160	19	3.90582537651062	0.039932966232299805
1	0	20	20	1.0	1.0	WD	929	8367	65	57793	0.1805636540330418	0.37470656447873824	0.0999354561101549	0.9346076458752515	0.8735338573155985	0.8744378592488906	0.9711370779088071	7648	3824	3824	67154	994	66160	20	4.384444713592529	0.04205012321472168
1	0	21	21	1.0	1.0	WD	929	8149	65	58011	0.1844718030182685	0.40665492119337154	0.10233531614893149	0.9346076458752515	0.8768288996372431	0.8776841290168865	0.9727778323508158	7648	3824	3824	67154	994	66160	21	3.493628978729248	0.039984703063964844
1	0	22	22	1.0	1.0	WD	925	8087	69	58073	0.18488906656006396	0.4241673994809304	0.10264092321349312	0.9305835010060363	0.8777660217654172	0.8785478154689221	0.9735722451395191	7648	3824	3824	67154	994	66160	22	3.6773834228515625	0.043900489807128906
1	0	23	23	1.0	1.0	WD	926	8000	68	58160	0.18669354838709676	0.44065241730245464	0.1037418776607663	0.93158953722334	0.879081015719468	0.8798582362927003	0.9742637885961476	7648	3824	3824	67154	994	66160	23	3.9131431579589844	0.044914960861206055
1	0	24	24	1.0	1.0	WD	929	7836	65	58324	0.19038835946305976	0.4680976867345602	0.10598973188819168	0.9346076458752515	0.8815598548972189	0.8823450576287339	0.9752101712451249	7648	3824	3824	67154	994	66160	24	4.817705154418945	0.059484004974365234
1	0	25	25	1.0	1.0	WD	928	7635	66	58525	0.1942032018415821	0.5060484373547331	0.10837323367978512	0.9336016096579477	0.8845979443772672	0.8853232867736843	0.9759577872312472	7648	3824	3824	67154	994	66160	25	4.660602569580078	0.05224490165710449
1	0	26	26	1.0	1.0	WD	930	7501	64	58659	0.1973474801061008	0.5338441963444921	0.11030719962044834	0.9356136820925554	0.8866233373639661	0.8873484825922506	0.9766488288862558	7648	3824	3824	67154	994	66160	26	4.077239513397217	0.052974700927734375
1	0	27	27	1.0	1.0	WD	931	7349	63	58811	0.20077636402846666	0.5478075997611335	0.11243961352657005	0.9366197183098591	0.8889207980652962	0.8896268278881377	0.9773148640938739	7648	3824	3824	67154	994	66160	27	4.491791486740112	0.05373358726501465
1	0	28	28	1.0	1.0	WD	927	7245	67	58915	0.20226925594588696	0.5665508294934241	0.11343612334801761	0.9325955734406438	0.8904927448609432	0.8911159424606129	0.977773419537783	7648	3824	3824	67154	994	66160	28	4.2624125480651855	0.0541834831237793
1	0	29	29	1.0	1.0	WD	931	7092	63	59068	0.20649883553288234	0.6077693660699665	0.11604138102954008	0.9366197183098591	0.8928053204353084	0.893453852339399	0.9784968502064381	7648	3824	3824	67154	994	66160	29	4.482990264892578	0.05699777603149414
1	0	30	30	1.0	1.0	WD	930	6901	64	59259	0.21076487252124645	0.6222201015589858	0.11875877921082875	0.9356136820925554	0.895692261185006	0.8962831700271019	0.9788464994927242	7648	3824	3824	67154	994	66160	30	4.262879133224487	0.05817008018493652
1	0	31	31	1.0	1.0	WD	930	6746	64	59414	0.21453287197231832	0.6290837941993754	0.121156852527358	0.9356136820925554	0.8980350665054414	0.8985912976144385	0.9790469008123711	7648	3824	3824	67154	994	66160	31	4.851675987243652	0.0623936653137207
1	0	32	32	1.0	1.0	WD	931	6704	63	59456	0.2157839842391934	0.6556203857466462	0.12193844138834316	0.9366197183098591	0.8986698911729142	0.8992316168806028	0.9795324166887662	7648	3824	3824	67154	994	66160	32	4.449101209640503	0.06297707557678223
1	0	33	33	1.0	1.0	WD	932	6591	62	59569	0.21885640483738408	0.6773365709174386	0.12388674730825469	0.937625754527163	0.9003778718258767	0.9009292074932246	0.9801694766543639	7648	3824	3824	67154	994	66160	33	4.424458980560303	0.062222957611083984
1	0	34	34	1.0	1.0	WD	930	6467	64	59693	0.22166607079013226	0.6819431747862512	0.12572664593754224	0.9356136820925554	0.9022521160822249	0.9027459272716443	0.9804206055559476	7648	3824	3824	67154	994	66160	34	4.405517578125	0.06881833076477051
1	0	35	35	1.0	1.0	WD	930	6407	64	59753	0.22326251350378104	0.7155957934410934	0.12675480441597384	0.9356136820925554	0.903159008464329	0.9036393960151294	0.9809165832358115	7648	3824	3824	67154	994	66160	35	4.698781490325928	0.06905937194824219
1	0	36	36	1.0	1.0	WD	931	6266	63	59894	0.22732267122451472	0.7172305830738781	0.12935945532860915	0.9366197183098591	0.9052902055622732	0.9057539387080442	0.98122546494201	7648	3824	3824	67154	994	66160	36	4.760797500610352	0.0685114860534668
1	0	37	37	1.0	1.0	WD	933	6110	61	60050	0.23217618514371036	0.7349624266518562	0.13247195797245492	0.9386317907444668	0.9076481257557436	0.9081067397325551	0.9817669240959663	7648	3824	3824	67154	994	66160	37	4.738770008087158	0.0723426342010498
1	0	38	38	1.0	1.0	WD	930	6022	64	60138	0.23408004027183488	0.7481204268775677	0.13377445339470656	0.9356136820925554	0.9089782345828296	0.909372487119159	0.9818026128354164	7648	3824	3824	67154	994	66160	38	4.863981485366821	0.07619976997375488
1	0	39	39	1.0	1.0	WD	932	5905	62	60255	0.23802834886987617	0.7603854932271278	0.13631709814246015	0.937625754527163	0.9107466747279322	0.9111445334604045	0.981865626953985	7648	3824	3824	67154	994	66160	39	4.964104413986206	0.08061552047729492
1	0	40	40	1.0	1.0	WD	930	5802	64	60358	0.2407455345586332	0.7686146461951667	0.13814616755793227	0.9356136820925554	0.9123035066505442	0.9126485391786044	0.9820766269320884	7648	3824	3824	67154	994	66160	40	5.06529688835144	0.08290266990661621
1	0	41	41	1.0	1.0	WD	938	5816	56	60344	0.24212700051626226	0.7796360959075487	0.13888066331063073	0.9436619718309859	0.9120918984280532	0.9125591923042559	0.9824721986696479	7648	3824	3824	67154	994	66160	41	5.284388065338135	0.08341813087463379
1	0	42	42	1.0	1.0	WD	937	5725	57	60435	0.24477533960292583	0.7850616956555869	0.14064845391774242	0.9426559356136821	0.9134673518742442	0.9138993954194836	0.9824503931083478	7648	3824	3824	67154	994	66160	42	5.196364879608154	0.09238314628601074
1	0	43	43	1.0	1.0	WD	935	5634	59	60526	0.24725637974348805	0.7922761937341108	0.14233521083878825	0.9406438631790744	0.9148428053204353	0.9152247073889865	0.9824969390101187	7648	3824	3824	67154	994	66160	43	5.275200843811035	0.08847618103027344
1	0	44	44	1.0	1.0	WD	938	5574	56	60586	0.2499333866240341	0.805828563483049	0.14404176904176905	0.9436619718309859	0.9157496977025393	0.9161628495696459	0.9825590711743253	7648	3824	3824	67154	994	66160	44	5.394567251205444	0.09110903739929199
1	0	45	45	1.0	1.0	WD	936	5508	58	60652	0.2516805592901318	0.8196334451022144	0.1452513966480447	0.9416498993963782	0.9167472793228537	0.91711588289603	0.9823967915716791	7648	3824	3824	67154	994	66160	45	5.675309658050537	0.09212398529052734
1	0	46	46	1.0	1.0	WD	931	5405	63	60755	0.2540245566166439	0.8201905738598095	0.14693813131313133	0.9366197183098591	0.9183041112454655	0.9185752151770558	0.9825039794389068	7648	3824	3824	67154	994	66160	46	5.2491395473480225	0.09446096420288086
1	0	47	47	1.0	1.0	WD	933	5311	61	60849	0.25780602376347056	0.8310321762738396	0.1494234465086483	0.9386317907444668	0.9197249093107618	0.9200047651666319	0.982651874061783	7648	3824	3824	67154	994	66160	47	5.336607933044434	0.09521961212158203
1	0	48	48	1.0	1.0	WD	930	5309	64	60851	0.2571547075902115	0.8278168070741911	0.14906234973553453	0.9356136820925554	0.9197551390568319	0.9199898740209072	0.9824417712441517	7648	3824	3824	67154	994	66160	48	5.10997200012207	0.10439538955688477
