fold	up_size	down_size	degree	C1	C2	kernel	TP	FP	FN	TN	F1-score	AUPR	Precision	Recall	Specificity	Accuracy	AUROC	n_train	n_train_pos	n_train_neg	n_test	n_test_pos	n_test_neg	sample_size	train_time	pred_time
1	40	255	295	0.5	0.5	WD	689	7	305	66153	0.8153846153846155	0.8701266290650276	0.9899425287356322	0.693158953722334	0.9998941958887545	0.9953539625338773	0.9828809693104212	7648	3824	3824	67154	994	66160	295	39.191930294036865	3.901841163635254
1	40	255	295	0.75	0.75	WD	750	9	244	66151	0.8556759840273815	0.8735569226243465	0.9881422924901185	0.7545271629778671	0.9998639661426844	0.9962325401316378	0.984423978879322	7648	3824	3824	67154	994	66160	295	40.5638108253479	3.6447336673736572
1	40	255	295	1.0	1.0	WD	776	24	218	66136	0.8651059085841695	0.8772962394859909	0.97	0.7806841046277666	0.9996372430471584	0.99639634273461	0.9851894088229498	7648	3824	3824	67154	994	66160	295	42.98693227767944	3.5800764560699463
1	40	255	295	1.25	1.25	WD	803	41	191	66119	0.8737758433079434	0.8788602023969719	0.9514218009478673	0.8078470824949698	0.9993802902055623	0.9965452541918576	0.9856641435675723	7648	3824	3824	67154	994	66160	295	47.65108370780945	3.6978893280029297
1	40	255	295	1.5	1.5	WD	806	47	188	66113	0.8727666486193827	0.8816951358263057	0.9449003516998827	0.8108651911468813	0.9992896009673519	0.9965005807546833	0.9858890571360448	7648	3824	3824	67154	994	66160	295	61.060054540634155	3.678668975830078
1	40	255	295	1.75	1.75	WD	806	47	188	66113	0.8727666486193827	0.8817027154252595	0.9449003516998827	0.8108651911468813	0.9992896009673519	0.9965005807546833	0.9859160935990794	7648	3824	3824	67154	994	66160	295	54.11318612098694	3.4996354579925537
1	40	255	295	2.0	2.0	WD	806	47	188	66113	0.8727666486193827	0.8819654775378848	0.9449003516998827	0.8108651911468813	0.9992896009673519	0.9965005807546833	0.9859177662711456	7648	3824	3824	67154	994	66160	295	50.34927701950073	3.6090736389160156
1	40	255	295	2.25	2.25	WD	806	47	188	66113	0.8727666486193827	0.8819654775378848	0.9449003516998827	0.8108651911468813	0.9992896009673519	0.9965005807546833	0.9859177662711456	7648	3824	3824	67154	994	66160	295	54.014933586120605	3.6580042839050293
1	40	255	295	2.5	2.5	WD	806	47	188	66113	0.8727666486193827	0.8819654775378848	0.9449003516998827	0.8108651911468813	0.9992896009673519	0.9965005807546833	0.9859177662711456	7648	3824	3824	67154	994	66160	295	50.36646032333374	3.5496633052825928
